Species,Average_Length_m,Maximum_Length_m,Average_Weight_kg,Maximum_Weight_kg,Lifespan_years,Swimming_Speed_kmh,Bite_Force_N,Gestation_Period_months,Number_of_Teeth,Diet_kg_per_week
Sand Tiger Shark,3.04,3.45,152.49,293.58,15,24.18,2734.71,8,201,54.06
Great White Shark,4.54,6.34,1152.13,2335.94,68,60.95,18339.35,11,330,197.99
Sand Tiger Shark,3.28,3.03,166.71,291.39,16,25.4,3087.87,9,193,47.02
Great White Shark,4.92,6.12,1065.49,2075.24,70,58.27,18698.38,10,306,189.61
Sand Tiger Shark,3.27,3.0,159.93,280.03,15,23.03,2726.46,8,211,49.63
Great White Shark,4.36,6.87,1171.51,2132.3,63,60.72,17122.84,13,302,211.78
Sand Tiger Shark,2.73,2.91,162.92,324.7,13,22.85,2700.96,8,183,52.11
Great White Shark,4.28,6.55,1005.93,2094.55,72,58.93,17825.46,13,320,203.17
Sand Tiger Shark,3.0,3.51,172.37,316.51,15,26.35,3062.27,8,216,52.04
Great White Shark,4.86,6.59,1161.47,2238.27,70,57.32,18302.93,13,316,203.07
Sand Tiger Shark,3.07,3.33,146.92,322.11,15,24.65,3159.13,8,211,46.04
Great White Shark,4.58,6.64,1103.56,2403.22,66,60.99,19180.55,10,324,211.9
Sand Tiger Shark,2.84,3.12,175.62,270.88,14,24.05,2729.62,8,216,45.65
Great White Shark,4.72,6.41,1142.36,2345.58,75,60.47,18164.14,13,305,217.18
Sand Tiger Shark,3.02,3.0,175.19,296.7,16,23.07,3102.7,9,203,52.04
Great White Shark,4.78,6.89,1203.15,2067.16,65,56.06,16522.53,11,272,194.03
Sand Tiger Shark,3.06,3.43,144.24,321.57,13,26.35,2953.7,8,214,49.41
Great White Shark,4.38,6.87,998.31,2290.14,66,53.25,16845.23,11,308,202.28
Sand Tiger Shark,2.78,3.38,173.64,271.29,13,21.9,3162.99,8,194,48.69
Great White Shark,4.52,6.33,1086.95,2413.59,74,57.66,18585.4,10,298,211.91
Sand Tiger Shark,2.87,3.42,173.75,282.79,13,23.75,3153.21,8,201,47.5
Great White Shark,4.73,6.44,1130.73,2100.66,77,60.6,16827.51,10,330,206.44
Sand Tiger Shark,2.81,3.52,149.55,280.08,13,22.05,2705.26,9,209,54.49
Great White Shark,4.39,6.67,1005.26,2283.55,76,58.6,18017.09,13,312,211.6
Sand Tiger Shark,3.24,2.94,148.6,270.9,14,21.95,2947.35,8,209,48.9
Great White Shark,4.92,6.97,1140.47,2051.19,77,56.69,18737.46,10,279,190.3
Sand Tiger Shark,3.26,3.22,150.5,310.16,14,22.24,2761.72,8,199,49.53
Great White Shark,4.94,5.97,997.59,2181.65,77,55.09,17389.51,10,305,203.7
Sand Tiger Shark,2.8,2.98,152.8,319.83,16,24.65,2759.75,9,212,53.2
Great White Shark,4.9,6.66,1030.35,2235.64,64,57.82,18050.62,12,297,181.75
Sand Tiger Shark,2.71,3.17,166.53,297.6,15,23.77,2938.45,9,188,48.61
Great White Shark,4.95,6.29,1163.71,1994.06,74,57.2,16386.24,11,274,192.01
Sand Tiger Shark,3.22,3.11,164.53,321.17,13,24.63,3220.44,8,198,47.17
Great White Shark,4.23,6.79,1033.32,2192.69,69,53.19,16568.51,11,315,199.22
Sand Tiger Shark,3.24,3.07,171.32,313.74,14,22.71,3082.84,9,196,49.08
Great White Shark,4.06,6.95,1067.7,2185.02,71,55.75,19148.28,10,287,204.9
Sand Tiger Shark,2.97,3.39,172.71,295.85,15,24.61,2730.61,8,218,46.55
Great White Shark,4.23,6.37,1007.96,2187.86,71,54.93,18435.28,10,309,180.78
Sand Tiger Shark,2.75,3.01,151.47,308.86,13,24.76,2789.33,8,215,53.13
Great White Shark,4.46,6.51,1148.47,2040.55,64,55.34,18832.24,10,325,190.85
Sand Tiger Shark,2.88,2.9,173.11,287.68,14,25.67,3121.54,8,199,48.89
Great White Shark,4.08,6.14,1080.15,2179.43,73,57.13,19789.21,13,317,180.96
Sand Tiger Shark,2.78,3.07,144.32,283.01,13,23.73,2927.26,9,207,48.78
Great White Shark,4.69,7.02,1201.73,2033.51,63,57.66,18355.55,10,302,203.58
Sand Tiger Shark,2.84,3.12,172.7,272.47,14,22.23,3260.07,8,217,51.51
Great White Shark,4.54,6.84,1168.28,2192.44,74,60.33,18416.87,12,276,192.44
Sand Tiger Shark,2.92,2.98,145.68,312.62,15,22.83,3113.94,9,191,54.65
Great White Shark,4.89,7.02,1053.62,2253.15,72,60.34,17535.38,13,311,206.47
Sand Tiger Shark,3.11,3.19,160.1,304.81,14,22.65,3276.98,8,203,52.04
Great White Shark,4.51,6.46,1071.42,2125.79,69,57.67,17525.1,13,315,197.39
Sand Tiger Shark,3.29,3.18,161.4,291.51,16,25.63,3032.32,9,199,49.68
Great White Shark,4.68,6.6,993.0,2197.7,67,52.53,18937.82,10,300,180.66
Sand Tiger Shark,2.77,2.88,171.21,305.95,15,25.0,3252.65,9,197,54.41
Great White Shark,4.17,6.25,1021.99,2001.13,71,52.45,16857.41,12,271,205.43
Sand Tiger Shark,2.89,3.3,162.72,283.74,15,25.84,2818.84,8,186,46.0
Great White Shark,4.07,6.4,1154.13,2297.84,77,53.55,17671.25,12,287,202.4
Sand Tiger Shark,3.03,3.42,172.97,277.29,13,24.76,2710.39,8,188,47.82
Great White Shark,4.52,7.02,1045.51,2137.9,75,53.98,19075.74,10,273,185.28
Sand Tiger Shark,2.76,3.41,171.85,275.62,16,25.25,2938.87,8,205,46.29
Great White Shark,4.71,6.51,1062.39,2254.97,63,60.15,19172.81,10,303,181.37
Sand Tiger Shark,3.16,3.03,175.13,313.48,15,24.27,2744.56,8,184,54.55
Great White Shark,4.06,6.98,1036.56,2050.67,76,57.86,17052.89,11,279,186.89
Sand Tiger Shark,2.75,3.13,152.12,276.95,15,24.34,2839.09,9,194,52.08
Great White Shark,4.38,5.79,1055.07,2303.77,63,59.65,18957.98,11,270,190.9
Sand Tiger Shark,3.12,3.0,160.59,279.5,14,24.66,3196.73,8,192,54.37
Great White Shark,4.15,7.02,1177.16,2356.43,67,56.43,19124.31,13,279,214.65
Sand Tiger Shark,2.73,3.15,161.18,291.69,15,25.26,2711.11,9,217,48.63
Great White Shark,4.47,6.1,992.27,2235.37,69,54.63,17497.91,10,282,211.31
Sand Tiger Shark,2.71,3.46,152.64,325.96,15,22.12,2723.43,9,201,45.42
Great White Shark,4.57,6.63,1029.09,2333.69,75,57.25,17371.87,11,307,192.32
Sand Tiger Shark,2.74,3.29,153.16,270.61,14,25.61,3193.14,8,184,46.85
Great White Shark,4.43,6.66,990.49,2218.32,70,55.19,19659.21,11,326,194.27
Sand Tiger Shark,2.81,3.51,145.95,324.31,16,26.06,3119.38,8,185,53.68
Great White Shark,4.47,6.43,1159.95,2316.48,75,53.82,18919.74,13,301,181.59
Sand Tiger Shark,2.97,3.0,164.37,318.39,16,24.4,3222.05,8,207,45.81
Great White Shark,4.63,6.27,1134.61,2007.35,71,53.31,17634.32,11,294,193.81
Sand Tiger Shark,3.0,2.96,157.4,322.8,16,23.84,2902.61,8,216,51.14
Great White Shark,4.84,6.77,1149.53,2372.94,72,56.41,18448.5,11,276,219.21
Sand Tiger Shark,2.82,3.12,152.66,281.96,16,23.92,2860.96,8,220,50.02
Great White Shark,4.21,6.43,1184.13,2124.18,71,58.18,17784.03,12,320,194.87
Sand Tiger Shark,2.74,3.33,159.08,306.9,16,24.89,2709.4,9,212,51.69
Great White Shark,4.76,6.63,1090.15,2154.47,69,57.13,18115.33,11,285,207.08
Sand Tiger Shark,2.82,3.38,151.07,316.0,15,26.31,2825.67,8,215,47.84
Great White Shark,4.12,6.92,1130.59,2335.12,65,58.26,16412.94,11,328,197.19
Sand Tiger Shark,3.21,3.2,149.63,296.37,14,21.83,3020.03,9,212,47.41
Great White Shark,4.66,6.23,995.52,2406.02,76,55.75,18452.4,11,326,206.15
Sand Tiger Shark,2.98,3.11,160.67,282.87,14,25.63,3147.88,8,204,47.01
Great White Shark,4.86,6.29,1134.7,2106.74,76,58.12,17390.91,10,286,194.63
Sand Tiger Shark,3.06,3.38,175.9,309.74,13,22.61,2929.2,8,206,50.94
Great White Shark,4.59,6.84,997.72,2339.55,69,53.39,17718.36,13,307,207.07
Sand Tiger Shark,2.7,3.08,169.96,323.83,16,21.9,2782.06,9,212,49.17
Great White Shark,4.43,6.43,1151.13,2092.77,68,53.05,19198.19,11,313,194.4
Sand Tiger Shark,3.09,3.5,151.19,328.22,16,22.81,3198.58,9,187,53.22
Great White Shark,4.07,6.78,1207.97,2079.07,71,54.05,18335.2,12,291,192.71
Sand Tiger Shark,3.26,2.9,163.12,283.21,13,21.89,2705.96,9,187,54.19
Great White Shark,4.27,6.14,1044.12,2163.27,70,54.67,18168.1,12,279,195.91
Sand Tiger Shark,3.21,3.21,162.41,302.93,14,22.21,2842.15,8,218,50.34
Great White Shark,4.81,5.83,1092.25,2040.09,71,52.86,16608.83,10,294,214.4
Sand Tiger Shark,2.73,3.41,171.63,297.17,14,24.34,3134.33,8,205,50.67
Great White Shark,4.55,6.37,1114.08,2312.3,69,55.35,16237.74,10,280,190.56
Sand Tiger Shark,2.85,3.11,170.8,295.99,15,24.58,2930.22,8,211,47.96
Great White Shark,4.42,6.92,1032.05,2341.54,65,60.62,18713.67,13,321,209.8
Sand Tiger Shark,3.25,3.02,154.09,316.7,15,21.92,2835.9,8,217,48.04
Great White Shark,4.09,6.97,1135.53,2398.56,74,50.56,19264.21,11,289,200.12
Sand Tiger Shark,3.15,3.05,161.49,287.23,14,25.8,3091.17,9,201,53.39
Great White Shark,4.08,6.3,1069.16,2294.84,70,55.51,16912.28,10,293,214.45
Sand Tiger Shark,3.05,3.03,147.5,277.17,16,24.4,3006.77,8,204,50.04
Great White Shark,4.1,7.0,1127.16,2182.43,63,50.96,17543.24,13,296,201.8
Sand Tiger Shark,3.02,3.22,158.33,298.94,14,23.68,3054.33,9,182,49.0
Great White Shark,4.72,6.72,1019.34,2098.67,67,58.56,16974.62,11,319,187.04
Sand Tiger Shark,2.84,3.01,159.8,287.18,13,26.1,3167.83,9,212,52.11
Great White Shark,4.92,6.36,1114.26,2221.81,64,58.37,17907.29,10,280,208.12
Sand Tiger Shark,3.04,3.14,173.76,327.04,14,22.63,2818.29,9,201,49.84
Great White Shark,4.8,6.94,1005.34,2222.21,69,51.11,16267.61,13,270,212.82
Sand Tiger Shark,3.27,3.51,160.4,272.35,15,22.83,3202.98,8,191,46.88
Great White Shark,4.38,6.71,1162.66,2321.66,70,58.67,17714.59,11,320,214.8
Sand Tiger Shark,2.77,3.37,158.71,329.07,14,21.74,3026.72,9,215,49.14
Great White Shark,4.94,6.29,1183.89,2400.68,72,57.38,16963.82,11,284,185.6
Sand Tiger Shark,2.96,3.19,148.65,302.22,13,22.0,3128.48,9,220,46.35
Great White Shark,4.8,5.93,1187.07,2270.44,75,59.57,19474.46,13,317,202.69
Sand Tiger Shark,2.73,3.02,154.64,279.36,16,25.74,3093.53,9,214,50.23
Great White Shark,4.08,6.2,1018.2,2335.1,73,52.2,16347.31,11,314,211.17
Sand Tiger Shark,2.98,3.5,163.78,281.48,13,25.16,2752.06,9,215,53.9
Great White Shark,4.94,6.69,1154.02,2245.73,67,51.55,17151.7,12,298,210.82
Sand Tiger Shark,3.27,3.49,146.27,317.27,14,22.64,2866.49,9,204,45.74
Great White Shark,4.93,6.44,1078.77,2397.5,73,59.31,18911.5,12,322,206.99
Sand Tiger Shark,3.14,3.18,145.94,290.32,16,25.7,2880.3,8,195,47.12
Great White Shark,4.29,7.0,1051.5,2312.78,68,54.77,16724.69,12,300,184.2
Sand Tiger Shark,3.09,2.88,144.06,301.2,16,23.95,3150.77,8,193,50.74
Great White Shark,4.54,5.95,1075.49,2025.69,76,56.51,17918.08,11,314,208.27
Sand Tiger Shark,2.76,3.25,164.93,302.34,14,23.9,2946.3,9,184,53.28
Great White Shark,4.19,6.4,1072.3,2287.85,75,53.41,16696.37,10,276,208.66
Sand Tiger Shark,3.02,3.06,161.41,313.99,14,22.73,3013.41,9,194,45.94
Great White Shark,4.37,5.88,1148.45,2365.32,65,60.07,18780.5,10,298,219.88
Sand Tiger Shark,2.84,3.12,173.88,303.77,15,25.36,2968.01,9,216,54.64
Great White Shark,4.19,6.36,1011.16,2096.49,68,58.53,17318.65,11,287,182.29
Sand Tiger Shark,3.27,3.11,160.88,286.89,14,26.03,3057.05,8,220,54.96
Great White Shark,4.95,6.83,1033.6,2084.91,67,54.01,16943.17,12,283,218.84
Sand Tiger Shark,2.92,3.12,150.58,291.84,14,26.03,2721.53,8,203,52.27
Great White Shark,4.23,6.84,1107.76,2175.95,77,53.69,16814.55,13,326,189.92
Sand Tiger Shark,3.08,3.04,156.12,311.06,15,22.84,2977.88,8,202,46.07
Great White Shark,4.28,6.09,1109.34,2378.81,63,53.8,17587.91,13,276,197.87
Sand Tiger Shark,3.07,3.07,154.56,276.61,14,23.51,2891.48,9,209,49.51
Great White Shark,4.21,6.44,1156.13,2273.37,68,55.03,17773.1,12,304,187.49
Sand Tiger Shark,2.93,3.34,168.16,310.24,15,26.04,3030.66,9,208,52.91
Great White Shark,4.92,6.51,1165.01,2047.04,68,58.75,16970.6,10,326,183.75
Sand Tiger Shark,2.77,3.47,151.35,294.65,16,25.01,2961.83,8,216,49.71
Great White Shark,4.34,7.03,1073.86,2239.05,74,55.8,17581.41,10,292,203.61
Sand Tiger Shark,2.95,3.26,173.44,314.59,16,23.89,3073.67,8,196,51.85
Great White Shark,4.45,6.8,1147.69,2201.66,66,54.76,17188.98,11,270,199.81
Sand Tiger Shark,3.09,3.02,147.0,315.53,16,24.84,2804.01,9,201,50.3
Great White Shark,4.06,6.63,1078.26,2123.26,71,56.76,19734.36,13,316,219.52
Sand Tiger Shark,2.96,2.99,167.86,321.79,15,21.66,3100.67,9,186,46.46
